created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat May 27 00:06:01 +0000 2023;1.6622487575121E+018;@Ayang_Utriza @kurawa @mohmahfudmd @DivHumas_Polri @KejaksaanRI di negara ini masih ada hukum dan keadilan?? klitih aja di jogja dibiarkan dan dipelihara tanpa ada solusi keamanan sedikit pun untuk warganya..kasian @PoldaJogja @humas_jogja;0;0;0;0;in;1.31547420607152E+018;1.66204989810214E+018;situmejik;https://twitter.com/situmejik/status/1662248757512097799
Sun May 07 19:40:28 +0000 2023;1.65529655962045E+018;@khikhichan Bener klitih udah bertahun tahun mereka gak ada solusi apa2 , mau liburan kesana lagi udah gak minat.;0;0;0;1;in;1.63818472225705E+018;1.65487976874626E+018;Bigwin_ayoo;https://twitter.com/Bigwin_ayoo/status/1655296559620448256
Tue May 02 03:36:23 +0000 2023;1.65324199926763E+018;@Zeiiiinnnnnnnn Tapi sy termasuk setuju wamil.. Mungkin dengan wamil, tawuran akan hilang atau masalah Klitih jg ga ada...  Atau malah wamil solusi buat tawuran, klitih dan gang motor... Yah itu sih pendapat saya yaah....✌👍🤭😁;0;0;0;1;in;61712434;1.6527744960872E+018;Tieny3113;https://twitter.com/Tieny3113/status/1653241999267631104
Fri Apr 21 14:14:48 +0000 2023;1.64941639719207E+018;@Upil_Jaran2 Solusi klitih : SILAHKAN BAKAR PELAKUNYA !!!;0;0;0;0;in;9.79489935320269E+017;1.64920042008518E+018;sabdrun;https://twitter.com/sabdrun/status/1649416397192065027
Mon Apr 17 17:26:45 +0000 2023;1.64801515122711E+018;@humas_jogja Luwih sedih pas UMR ra mundak2, klitih tanpa solusi, dan jalan rusak dibiarkan! Chuaakzz;0;0;1;3;in;71602004;1.6479613209088E+018;Khairulfat;https://twitter.com/Khairulfat/status/1648015151227113472
Mon Apr 10 13:51:15 +0000 2023;1.64542420588917E+018;@txtdrimedia emang perlu ada yang keliling jogja dan sekitarnya cari geng klitih macem ini buat remukin kedua tempurung dengkul kakinya. ngarepin polisi, gak ada solusi, karena klitih bukan baru 5 taun belakangan ini;0;0;0;0;in;1.25895149720046E+018;1.64532082176913E+018;setelfilm;https://twitter.com/setelfilm/status/1645424205889171457
Mon Apr 10 09:53:53 +0000 2023;1.64536446824181E+018;@txtdrimedia wah, mngkin ini solusi terbaik basmi klitih...nyebar anggota berpakaian preman, muter² lokasi rawan klitih ....selanjutnya hajar klitihnya;0;0;0;0;in;1.53309797885183E+018;1.64532082176913E+018;rangga_ga555;https://twitter.com/rangga_ga555/status/1645364468241813505
Fri Apr 07 11:56:53 +0000 2023;1.64430825875935E+018;Sewa Laptop Jogja: Solusi Praktis dan Efisien Dikala Urgent #sewalaptop #jogja #klitih #laptop #sewa #jasa  https://t.co/J5E2KUnvd7;0;0;0;0;in;3013241384;1.64430825875935E+018;gawohdotcom;https://twitter.com/gawohdotcom/status/1644308258759352321
Wed Mar 29 11:29:03 +0000 2023;1.64103976489896E+018;@mazzini_gsp Seruan HB bukanlah solusinya, solusi bagi pelaku klitih ya langsung di hakimi massa aja, biar cepet ketemu Tuhan YME;0;0;0;0;in;1.25060267462757E+018;1.64102301972342E+018;uculstang;https://twitter.com/uculstang/status/1641039764898955264
Wed Mar 29 07:04:23 +0000 2023;1.64097315710764E+018;kok klitih lama2 kyk school shooting di amrik ya. gaada solusi cuma lari dari fakta;0;0;0;0;in;1.41570686812779E+018;1.64097315710764E+018;cell0capek;https://twitter.com/cell0capek/status/1640973157107638272
Tue Mar 28 05:51:28 +0000 2023;1.64059242179607E+018;@mojokdotco Solusi awalnya buat pergub yang isinya :  1.Larangan anak sekolah naik motor. Polisi wajib tukang/tahan kendaraan.  2. Bikin sayembara penangkapan pelaku klitih/begal. Hadiah dari danais. 3. Penjarakan pelaku klitih dalam penjara militer biar di didik soal nasionalisme/p4 dll.;0;0;0;0;in;1.3497488627019E+018;1.64052353041996E+018;HAITravel2;https://twitter.com/HAITravel2/status/1640592421796073472
Mon Mar 27 23:55:39 +0000 2023;1.640502875679E+018;@fahiraidris Urus negara sendiri dan generasi nya belum bisa...mau bicara urusan negara lain....bagusnya cari solusi agar generasi mu jangan menambah prestasi dalam jumlah korban tawuran...geng motor...perang sarung ..klitih..dll!!!! Please...;0;0;0;0;in;8.64621866522001E+017;1.63988799355212E+018;PeterApituley;https://twitter.com/PeterApituley/status/1640502875679002624
Mon Mar 27 02:30:25 +0000 2023;1.64017943761348E+018;Yg paling ngeselin tuh pemerintah daerah yg gak ngasih solusi atas kriminalitas yang semakin bertambah. Jgn sampe dinormalisasi. Orang-orang yg punya jabatan kurang peduli sama orang kalangan menengah ke bawah. Masa warga yg harus berantas klitih? Agak kesel liatnya;0;0;0;0;in;1.39424797751073E+018;1.64017892329536E+018;partikelaksara1;https://twitter.com/partikelaksara1/status/1640179437613481984
Mon Mar 27 02:00:16 +0000 2023;1.6401718501886E+018;Influencer isu sosial kayak @mazzini_gsp ini aja gak melihat solusi atas persoalannya melampaui solusi punitif terhadap pelaku. Dari dulu kita udah mukulin remaja klitih sampe babak belur, trus permintaan maafnya jadi konten medsos. Sampe ada kasus salah tangkap yg lagi rame.;0;1;1;5;in;1.35300225031923E+018;1.6401718501886E+018;pascallous;https://twitter.com/pascallous/status/1640171850188595202
Sun Mar 26 21:21:13 +0000 2023;1.64010162340091E+018;@mazzini_gsp @KustiniKSP Otaknya bobrok klitih harus dibasmi seperti area lain buktinya Kondusip tinggal pejabatnya bgm cara mengamankan Areateritorialnya( Pemda Polsek ,Polres,Babinsa ) harap mencari solusi;0;0;0;0;in;1.42326708946524E+018;1.63972737148507E+018;renost789;https://twitter.com/renost789/status/1640101623400910849
Sun Mar 26 20:38:54 +0000 2023;1.64009097341295E+018;@showm4ker_ @mazzini_gsp @abjadmasai @PoldaJogja @polresjogja G ada itu pelaku klitih dilindungi hukum sampe klo ktangkep g dihukum. Sdh byk kok conyohnya yg kena vonis bertahun². Tp mslhnya pemda sleman yg pny kasus klitih byk, g pny solusi buat mencegah klitih;0;1;0;0;in;532739241;1.63972737148507E+018;raisa_enggres;https://twitter.com/raisa_enggres/status/1640090973412954112
Sun Mar 26 15:52:30 +0000 2023;1.64001889850558E+018;@jawafess Boro boro klitih. Hp ilang aja ngadu sama polisi malah polisinya adu nasib segala bilang (saya juga pernah kehilangan hp) bukannya kasih solusi;0;0;0;0;in;1406984718;1.63989875042355E+018;Assita_N;https://twitter.com/Assita_N/status/1640018898505580544
Sun Mar 26 14:23:52 +0000 2023;1.63999659547023E+018;"Katanya di Jogja ga ada klitih? Harusnya Pemda DIY punya solusi setelah menghilangkan ""klitih"" dari kamus, yaitu memberikan kata baru";0;0;0;0;in;1.28412343995179E+018;1.63999659547023E+018;tukang2an;https://twitter.com/tukang2an/status/1639996595470225408
Sun Mar 26 11:52:02 +0000 2023;1.63995838602347E+018;klitih dijogja gak kelar2 sebenernya pihak kepolisian ini sering melakukan patroli namun pelaku klitih ini mereka selalu berpindah pindah lokasi, nah apakah perlu ditambah personil? atau masyarakat harus ditertibkan pulang/keluar diluar jam malam? atau ada solusi lain?;0;0;0;0;in;1.52503355554529E+018;1.63995838602347E+018;Al_sky231;https://twitter.com/Al_sky231/status/1639958386023473154
Sun Mar 26 11:30:05 +0000 2023;1.63995286041382E+018;@asalada86 @panjibangsa @Musti_Umbar @KustiniKSP Kesimpulan : - Judul meresahkan,mereka itu emng kreatif tapi lingkungan membuat mereka licik.Klitih bkn ajang kreativitas, tapi cari kepuasan dan tuntutan lingkungan. - solusi nya malah di kasih wifi gratis, lawak, paling buat main game, SDM rendah ga mungkin buat belajar wkwk.;0;0;0;2;in;1.57645454522361E+018;1.63976224696764E+018;Tegalegalur;https://twitter.com/Tegalegalur/status/1639952860413820929
Sun Mar 26 10:39:04 +0000 2023;1.63994002029872E+018;@PoldaJogja @mazzini_gsp @polresjogja Terjunkan saja INTEL kalian yg banyak. Kalian ini kerja kaya gak totalitas banget. Basmi klitih saja macam bekicot jalan. Kalian pikir kami ini aman tenang? Woi pak, kalian ini di gaji dari pajak kami. Solusi buat ngatasi klitih 100% apa? Kami yg tegang kalian malah kelonan.;0;0;0;3;in;2874752774;1.63972737148507E+018;AyundaArum2;https://twitter.com/AyundaArum2/status/1639940020298715136
Sun Mar 26 09:53:07 +0000 2023;1.63992845877106E+018;@humas_jogja apakah pemerintah &amp  aparat Jogja sudah se nir-empati ini terhadap warganya, tak acuh terhadap anak2 barbar ini? Klitih sudah tahunan,  puluhan tahun, sampai skrg tahun 2023 ga ada solusi? Mosok yo sengojo dijarke wae ben wong luar kota wedi mlebu Jogja, gitu kah?;0;0;0;1;in;84047768;1.63992845877106E+018;rinantipuri;https://twitter.com/rinantipuri/status/1639928458771058688
Sun Mar 26 09:06:16 +0000 2023;1.63991666803725E+018;Ada solusi kah untuk klitih? Haruskah tembak kaki atau tembak mati?;0;0;0;0;in;1.63849421609465E+018;1.63991666803725E+018;KangHuddi99;https://twitter.com/KangHuddi99/status/1639916668037246976
Sun Mar 26 08:55:48 +0000 2023;1.63991403466026E+018;kalo polisi ga mau gerak, mungkin solusi dari klitih dijogja adalah bikin suatu kelompok juga sebagai vigilante untuk menumpas mereka kaya daredevilnya marvel;0;0;0;0;in;284447495;1.63991403466026E+018;Diannologi;https://twitter.com/Diannologi/status/1639914034660257792
Sun Mar 26 03:11:34 +0000 2023;1.63982740441493E+018;@pascallous Banyak banget yang menilai aspek hukum sebagai solusi dari klitih.   Tapi apa akar masalahnya? Ini yang sebaiknya kita lihat &amp  pertimbangkan lagi.;0;1;0;4;in;1.23464566816313E+018;1.63979193924678E+018;BuruhYogyakarta;https://twitter.com/BuruhYogyakarta/status/1639827404414926849
Sun Mar 26 00:54:44 +0000 2023;1.63979296951463E+018;Klitih nyebarin kekerasan. Masyarakat ngebales pake kekerasan. Semua pake kekerasan. Lingkaran setan kekerasan pun terjadi. Semua ngarah pada muasin kejengkelan hati. Bukan pada solusi.;0;0;0;2;in;1.63600029339684E+018;1.63979296951463E+018;Sumardjinto;https://twitter.com/Sumardjinto/status/1639792969514627073
Sun Mar 26 00:50:38 +0000 2023;1.63979193924678E+018;Sejauh ini masalah klitih itu solusi populernya hukuman yang lebih berat terhadap pelaku. Masalahnya, pelakunya bs jadi di bawah umur. Kedua, kita udah berkali-kali pukulin, nelanjangin pelaku, trus videonya disebar di internet, tapi yo masih ae kejadian.;0;3;2;8;in;1.35300225031923E+018;1.63979193924678E+018;pascallous;https://twitter.com/pascallous/status/1639791939246784512
Sun Mar 26 00:40:35 +0000 2023;1.63978940734258E+018;klitih jogja ket biyen wis viral parah tp ok ya pemerintahe jek meneng gaono solusi tegas mateni akare huft;0;0;0;0;in;1.56441778757709E+018;1.63978940734258E+018;kmgsjww;https://twitter.com/kmgsjww/status/1639789407342579713
Sat Mar 25 23:12:05 +0000 2023;1.63976713643979E+018;"ditemukan solusi untuk membantai klitih tanpa senjata api, yaitu ""mobil + kameramen handal + driver tak gentar"" buat bukti agar dapat penghargaan seperti dua pemuda di magelang.";0;0;0;0;in;1.40142803625215E+018;1.63976713643979E+018;Ravennotexist;https://twitter.com/Ravennotexist/status/1639767136439791616
Sat Mar 25 22:38:35 +0000 2023;1.63975870464724E+018;Harus diselesaikan Klitih ini pak @polresjogja @PoldaJogja jangan sampe warga pada nekat dan berpikir solusi satu-satunya cuma balik kayak tahun 1983 saat pertama kalinya Petrus bermula di Yogyakarta yg hampir tiap hari ada mayat penjahat ngemper di jalan buat jadi peringatan ke…;16;38;163;679;in;1.22603891370728E+018;1.63972737148507E+018;mazzini_gsp;https://twitter.com/mazzini_gsp/status/1639758704647241728
Fri Mar 24 07:04:05 +0000 2023;1.63916114418219E+018;@Zackf77156873 @Miduk17 Klitih aj belum ada solusi nya,,;0;0;0;0;in;1.58654998294944E+018;1.63914828868237E+018;bangjabat10;https://twitter.com/bangjabat10/status/1639161144182190080
Wed Mar 22 14:58:53 +0000 2023;1.6385558543363E+018;@dianto_rusdian @neohistoria_id Lalu solusi trbaik anda buat klitih, begal, perampok, pmerkosa, akhir2 ini ap y? Gebugin rame2? Kita yg ditangkap! Mending petrusin aj biar pmerintah yg kena salah bukan masy. Toh selama kita ga aneh2 jg aman2 aja. Tp gatau jg kalo bersuara di twitter gini jg ikut ditembak wkwk;0;0;0;0;in;1.12809368366277E+018;1.63802464108323E+018;unggaslokal;https://twitter.com/unggaslokal/status/1638555854336303104
Sat Mar 18 04:14:07 +0000 2023;1.63694404220972E+018;@RandomWorldWar @AnnQuann Solusi buat klitih dan teror pembacokan sih ini.;0;0;0;0;in;1.10829875486244E+018;1.63687731286731E+018;FirmanEmbut;https://twitter.com/FirmanEmbut/status/1636944042209722368
Thu Mar 16 01:20:44 +0000 2023;1.63617563411969E+018;@Ndons_Back Terkait dilema brarti polisi akan pikir ulang u/menyiksa &amp  artinya pelaku akan melakukan hal tsb lagi krn enak koq ketangkep gak disiksa. Kasus menabrakan mobil ke pelaku klitih saya rasa sebuah solusi nih, kepuasan pelampiasan nya kena banget &amp  gak ada alasan amnesty menyalahkan;0;0;0;4;in;2340387996;1.63599580400651E+018;Alam_Malam70;https://twitter.com/Alam_Malam70/status/1636175634119688193
Tue Mar 14 13:42:03 +0000 2023;1.63563741483104E+018;@tanyarlfes Apakah ini sebuah solusi untuk mengurangi klitih dan gangster yg berkeliaran pada malam hari di Indonesia???;0;0;0;0;in;1.1301077145315E+018;1.63557273692291E+018;hahahihicrot;https://twitter.com/hahahihicrot/status/1635637414831042564
Thu Mar 09 02:08:19 +0000 2023;1.63365089584941E+018;@AgungMurdono Jk aparat hukum sdh ga mampu menghentikan, mungkin hukum rimba bisa jd solusi. Tp syratnya pengendara mobil kudu bisa kasih bukti video klo yg ditabrak adh pembegal. Sampai saat ini, aksi klitih di jogja sptinya blm terlihat mereda, pdhl sdh memakan korban anak pjbt;0;0;0;0;in;66629277;1.6334225425801E+018;harman_i;https://twitter.com/harman_i/status/1633650895849406469
Sun Mar 12 12:19:19 +0000 2023;1.63489182255534E+018;@republikaonline Mungkin dipukul, tapi tdk sampai level penyiksaan.  Apakah dalam konsep Komnas HAM pelaku klitih harus dielus elus..dikasi makan enak...dst. Pantas mereka tdk pernah jera. Pertanyaan mendasar, apakah Komnas HAM bagian dari solusi atau bagian dari masalah? 🤦;0;0;0;1;in;9.7925167746621E+017;1.63471193965711E+018;DamanikTomok;https://twitter.com/DamanikTomok/status/1634891822555344897
Mon Mar 13 10:54:33 +0000 2023;1.63523287466342E+018;"Emm.... Presepsi orang non jogja kalau menetap sementara , punya keluhan "" Takut kalau malem - malem keluar, takut di klitih. ""  @merapi_uncover  @Jogja24Jam  Solusi awal pengarahan positif dari setiap lembaga-lembaga pendidikan di jogja. Karna dah meluas menjadi stigma negatif.";0;4;0;1;in;8.00661607160263E+017;1.63523287466342E+018;nikotakbumz;https://twitter.com/nikotakbumz/status/1635232874663415808
Wed Mar 08 14:49:06 +0000 2023;1.6334799627235E+018;"Urgensinya kan sebenernya simple, ""apa dan bagaimana pencegahan agar tidak terjadi klitih"". Bukan malah memberikan solusi warganya beli semprotan cabai. Kenapa masih mikir pelakunya dibiarkan melakukan klitih ke korbannya dan korbannya disuruh membela dirinya sendiri?";0;1;0;0;in;270293564;1.63347738337336E+018;rendraesteja;https://twitter.com/rendraesteja/status/1633479962723495938
Wed Mar 08 14:38:51 +0000 2023;1.63347738588994E+018;Mereka ngomong gitu itu sadar apa emang gak tau kalo klitih jaman sekarang itu sekeji itu sampai bisa menghilangkan nyawa orang? Apa bahkan jangan-jangan pemangku kebijakan ini males utk menangani klitih, makanya solusi yg diberikan tidak masuk akal buat warganya?;0;1;0;0;in;270293564;1.63347738337336E+018;rendraesteja;https://twitter.com/rendraesteja/status/1633477385889935362
Wed Mar 08 01:11:10 +0000 2023;1.63327412541341E+018;Itu bukan solusi, mungkin sampai saat ini keluarga/circle Bapak ini belum pernah terkena dan menghadapi klitih secara langsung.;0;0;0;0;in;1.52393769515603E+018;1.63327412541341E+018;jafars__;https://twitter.com/jafars__/status/1633274125413408768
Tue Mar 07 09:26:24 +0000 2023;1.63303636556172E+018;nah, ini sebuah solusi klitih paling mantep..;0;0;0;0;in;99493609;1.63303636556172E+018;DAMNANK;https://twitter.com/DAMNANK/status/1633036365561724930
Mon Mar 06 15:34:36 +0000 2023;1.632766636574E+018;@merapi_uncover Semoga segera ada solusi sek taktis dan tegas dari pak pol dan pemda tentang klitih kayak gini, mau nunggu berapa banyak korban lagi pak buk @PoldaJogja  Kami sebagai warga yg sering balek mbengi sangat was was e -_-;0;0;0;1;in;126247029;1.6327524304412E+018;Arifudinudin;https://twitter.com/Arifudinudin/status/1632766636573995008
Mon Mar 06 12:26:50 +0000 2023;1.63271938524384E+018;@taegiku_ @day6nocounter @Askrlfess APAKAH INI JUGA SOLUSI KLITIH DI JOGJA ??;0;0;0;0;in;1.26114639270727E+018;1.63269467543296E+018;kegelappan;https://twitter.com/kegelappan/status/1632719385243836416
Mon Mar 06 09:43:43 +0000 2023;1.6326783338877E+018;@birurossoneri @Fol1eadeux @gilbhas Kalo masih salah juga, kasih opsi solusi lain deh, buat menyelesaikan klitih, geng motor bawa celurit kek gini diapain?;0;4;0;0;in;1.43625861777097E+018;1.63265904826819E+018;KabarSebel;https://twitter.com/KabarSebel/status/1632678333887700995
Thu Mar 02 03:12:29 +0000 2023;1.63113032655375E+018;"@wajimahhayay @jogjaistimewaya Alun"" Di pager, ump sek gak sepiro dengan bahan pokok sek munggah trus. Penanganan sampah sek gak enek kemajuan dari tahun ke tahun, Monggo dijawab. Eh Iyo klitih juga sek ora enek solusi";0;1;0;1;in;1.04733818041063E+018;1.63089165884078E+018;mbeuuk;https://twitter.com/mbeuuk/status/1631130326553747457
Wed Mar 01 15:47:54 +0000 2023;1.63095804684234E+018;kalo kurang tidur bikin emosi ndak stabil, berarti solusi jangka panjangnya utk ngurangi begal atau klitih bisa dibikin masuk sekolah jam 8 pagi terus disuruh nyatetin jam tidur dan jam bangun terus diparaf ortu;0;1;0;1;in;327165693;1.63095804684234E+018;iam_stanis;https://twitter.com/iam_stanis/status/1630958046842335236
Thu Feb 23 12:59:06 +0000 2023;1.62874123709121E+018;solusi klitih;0;0;0;0;in;227951050;1.62874123709121E+018;vnprst;https://twitter.com/vnprst/status/1628741237091213312
Sun Feb 12 14:06:04 +0000 2023;1.62477182395836E+018;@RandomWorldWar Solusi lawan begal, klitih dan gengster jalanan https://t.co/oQn9Jz5LkW;0;0;0;3;in;542533417;1.62473485950269E+018;heru_juanda;https://twitter.com/heru_juanda/status/1624771823958360065
Sun Feb 12 06:10:59 +0000 2023;1.62465226427849E+018;Di Indonesia kan selalu terdengar argumen begini.   Berurusan sama klitih atau begal, tembak saja. Berurusan dengan OPM di Papua, sudah tembak saja.   Seakan “tembak saja” itu solusi segala masalah. Padahal ya selalu, niscaya, pasti menciptakan masalah baru.;0;0;0;1;in;753553855;1.62465189329229E+018;_haye_;https://twitter.com/_haye_/status/1624652264278491136
Sun Feb 12 04:24:25 +0000 2023;1.62462544916187E+018;@jaka_ @Deidarakatsu11 @txtdrimedia Silit mas, aku nyacat mergo wis jeleh karo statemen e. Raono proses e blas njenengan nyimak nopo mboten? Klitih = pemuda kreatif lah, barang langka di kon sabar lah. Ha nek kabeh2 kon nrimo aku gelem dadi gubernur mas. Tugase ki mikir solusi, udu masyarakat kon golek solusi.;0;3;5;61;in;1.49133203317578E+018;1.62458915460366E+018;majusemua;https://twitter.com/majusemua/status/1624625449161871363
Fri Feb 10 11:14:02 +0000 2023;1.62400375610608E+018;@polresjogja What next? Penanggulangan klitih yang nyata.! Biar warga merasa aman. Ga cuma 1 kasus tok trus udah gada agenda solusi masif.;0;0;0;5;in;1.25763053713863E+018;1.62392488039064E+018;13ookuku;https://twitter.com/13ookuku/status/1624003756106080257
Thu Feb 09 17:43:45 +0000 2023;1.62373944323566E+018;@Fido_id_ @RinduWahono @gibran_tweet itu bukan solusi mas, itu namanya pengalihan, karena klitih gak tuntas, warga dihimbau tidak keluar rumah larut malam.;0;0;0;0;in;1.11420128073642E+018;1.62355937251231E+018;ikimutono;https://twitter.com/ikimutono/status/1623739443235659776
Thu Feb 09 12:03:59 +0000 2023;1.62365393987818E+018;@bwinarso99 @Danimas19 Bupati wawasannya dan kebijaksanannya kok begini coba ngk usah mengeluarkan pendapat kreatifitas anda Bu sebagai Abdi Negara juga pengayom Masyarakat kok bilang begitu..itu bukan solusi itu ikut menumbuh kembangkan populasi klitih;0;0;0;1;in;1.42326708946524E+018;1.62356892266569E+018;renost789;https://twitter.com/renost789/status/1623653939878182912
Thu Feb 09 11:37:56 +0000 2023;1.623647383036E+018;Popor senapan, sepatu lars kulit jeruk dan pecut selang  Solusi non-lethal untuk pelaku klitih;0;0;0;0;in;1019018412;1.623647383036E+018;handikov;https://twitter.com/handikov/status/1623647383035998209
Thu Feb 09 10:07:52 +0000 2023;1.62362471603571E+018;Solusi kemacetan : ATUR WAKTU MU   Solusi klitih : Jan keluar malam.   NtaPSS https://t.co/RGBjPZuKOT;1;3;0;0;in;147448841;1.62362471603571E+018;jazedw;https://twitter.com/jazedw/status/1623624716035710977
Thu Feb 09 04:26:48 +0000 2023;1.62353888294301E+018;Tembak ditempat adalah solusi terbaik untuk meminimalisir kejahatan malam spt geng motor, begal, klitih dan sejenisnya. Kapolres setempat copot klo ga sanggup dalam wkt seminggu. Jgn bikin masyarakat kelamaan resah. CC @DivHumas_Polri @jokowi @ListyoSigitP;0;0;0;0;in;1.58124272625471E+018;1.62353888294301E+018;txtdrfortuner;https://twitter.com/txtdrfortuner/status/1623538882943008768
Thu Feb 09 04:06:29 +0000 2023;1.62353377192775E+018;@HusinShihab Klitih di Jogja sudah bertahun2 dan tidak pernah ada tindakan atau solusi menangani hal ini. Kejadian yg viral itu tidak jauh dr Poltabes.;1;1;1;2;in;165108839;1.62353012701465E+018;AntonYNRT;https://twitter.com/AntonYNRT/status/1623533771927752705
Wed Feb 08 14:34:06 +0000 2023;1.62332932796121E+018;@bunnyongf_ emang kocak geming, dari dulu klitih ni kek gaada solusi biar clear gitu;0;0;0;0;in;1.21884219719529E+018;1.62331034429784E+018;yunosehun;https://twitter.com/yunosehun/status/1623329327961210882
Wed Feb 08 08:32:42 +0000 2023;1.62323837702914E+018;Solusi aslinya tu satu sebenernya dalam nanganin klitih  AKUIN AJA NAPE SIH KALO ITU MASALAH BESAR DI DIY-_-  Udah hampir satu dekade lho masalah kaya gini tu masa kaga diakuin juga;0;0;0;0;in;367703334;1.62323837702914E+018;BAMBII_CHAN99;https://twitter.com/BAMBII_CHAN99/status/1623238377029140480
Wed Feb 08 05:35:06 +0000 2023;1.62319368518489E+018;Dititik nol kota jogja lho ini... Kok bisa ya ??? Monggo penjelasannya...Entah kejadiannya kapan tapi ini sudah terlalu dimanja tanpa ada solusi... @KratonPolsek @PoldaJogja @polresjogja  @PolsekMananYKA  #klitih #sampahmasyarakat https://t.co/oy0wdE7bxg;0;1;2;4;in;1.59348369951694E+018;1.62319368518489E+018;sisgon33;https://twitter.com/sisgon33/status/1623193685184888833
Tue Feb 07 19:49:48 +0000 2023;1.62304639088789E+018;@Ekotyan5 @titiknol_jogja @PolsekMananYKA @polresjogja Iya itu upload nya juga telat , kejadian banyak cctv harusnya pelaku ketangkap dong ? Anak anak kayak gitu sangat meresahkan terutama juga bagi pekerja yang pulang malem ? bagaimana cara menangani remaja semacam ini apa udah ada solusi dan membuat jera geng klitih ?;0;0;0;0;in;1.46009099765688E+018;1.62296665102418E+018;GendhengWiz;https://twitter.com/GendhengWiz/status/1623046390887886859
